"YEAR","GEOID","NAME","total_occupied_units","no_vehicles","one_vehicle","two_vehicles","three_or_more_vehicles"
1960,"25025000101","Census Tract 1.01",616,226,336,43,11
1960,"25025000102","Census Tract 1.02",725,266,396,50,13
1960,"25025000201","Census Tract 2.01",1353,360,880,96,17
1960,"25025000202","Census Tract 2.02",1404,373,913,100,18
1960,"25025000301","Census Tract 3.01",786,142,540,93,11
1960,"25025000302","Census Tract 3.02",778,140,535,92,11
1960,"25025000401","Census Tract 4.01",1825,553,1126,133,13
1960,"25025000402","Census Tract 4.02",1129,342,697,82,8
1960,"25025000502","Census Tract 5.02",1881,728,999,133,21
1960,"25025000503","Census Tract 5.03",808,313,429,57,9
1960,"25025000505","Census Tract 5.05",710,275,377,50,8
1960,"25025000506","Census Tract 5.06",947,366,503,67,11
1960,"25025000601","Census Tract 6.01",1210,516,620,55,19
1960,"25025000603","Census Tract 6.03",617,263,316,28,10
1960,"25025000604","Census Tract 6.04",1008,430,516,46,16
1960,"25025000701","Census Tract 7.01",1785,901,794,67,23
1960,"25025000703","Census Tract 7.03",970,489,431,37,13
1960,"25025000704","Census Tract 7.04",1959,989,871,74,25
1960,"25025000804","Census Tract 8.04",665,288,337,25,15
1960,"25025000805","Census Tract 8.05",821,356,416,31,18
1960,"25025000806","Census Tract 8.06",388,168,196,15,9
1960,"25025000807","Census Tract 8.07",353,153,179,13,8
1960,"25025010103","Census Tract 101.03",577,264,223,69,21
1960,"25025010104","Census Tract 101.04",866,397,335,103,31
1960,"25025010204","Census Tract 102.04",1633,888,649,49,47
1960,"25025010205","Census Tract 102.05",1269,690,504,38,37
1960,"25025010206","Census Tract 102.06",939,511,373,28,27
1960,"25025010300","Census Tract 103",1069,704,343,6,16
1960,"25025010403","Census Tract 104.03",1106,819,251,20,16
1960,"25025010404","Census Tract 104.04",1450,1073,329,27,21
1960,"25025010405","Census Tract 104.05",1898,1398,439,34,27
1960,"25025010408","Census Tract 104.08",730,397,290,22,21
1960,"25025010500","Census Tract 105",1430,1009,363,48,10
1960,"25025010600","Census Tract 106",1540,1234,276,15,15
1960,"25025010701","Census Tract 107.01",1363,699,486,123,55
1960,"25025010702","Census Tract 107.02",1308,672,466,118,52
1960,"25025010801","Census Tract 108.01",1517,719,644,96,58
1960,"25025010802","Census Tract 108.02",1583,750,672,101,60
1960,"25025020101","Census Tract 201.01",2671,1256,1100,244,71
1960,"25025020200","Census Tract 202",1896,1194,607,69,26
1960,"25025020301","Census Tract 203.01",345,257,82,5,1
1960,"25025020302","Census Tract 203.02",1529,1292,233,4,0
1960,"25025020304","Census Tract 203.04",136,115,21,0,0
1960,"25025020305","Census Tract 203.05",264,212,49,3,0
1960,"25025030100","Census Tract 301",1139,786,339,10,4
1960,"25025030200","Census Tract 302",721,491,206,19,5
1960,"25025030301","Census Tract 303.01",50,33,13,4,0
1960,"25025030302","Census Tract 303.02",1155,1019,133,3,0
1960,"25025030400","Census Tract 304",1304,867,369,63,5
1960,"25025030500","Census Tract 305",870,626,224,9,11
1960,"25025040100","Census Tract 401",874,520,312,26,16
1960,"25025040200","Census Tract 402",737,448,247,32,10
1960,"25025040300","Census Tract 403",1720,908,708,95,9
1960,"25025040401","Census Tract 404.01",991,547,390,38,16
1960,"25025040600","Census Tract 406",1107,564,518,20,5
1960,"25025040801","Census Tract 408.01",548,423,119,6,0
1960,"25025050101","Census Tract 501.01",1311,481,765,55,10
1960,"25025050200","Census Tract 502",1648,931,652,40,25
1960,"25025050300","Census Tract 503",647,453,194,0,0
1960,"25025050400","Census Tract 504",760,414,326,15,5
1960,"25025050500","Census Tract 505",726,376,312,33,5
1960,"25025050600","Census Tract 506",755,444,292,14,5
1960,"25025050700","Census Tract 507",1543,840,666,22,15
1960,"25025050901","Census Tract 509.01",1511,589,857,55,10
1960,"25025051000","Census Tract 510",1199,406,733,50,10
1960,"25025051101","Census Tract 511.01",2008,608,1231,140,29
1960,"25025051200","Census Tract 512",1173,551,553,64,5
1960,"25025060101","Census Tract 601.01",1291,538,670,67,16
1960,"25025060200","Census Tract 602",972,448,462,51,11
1960,"25025060301","Census Tract 603.01",1424,652,694,68,10
1960,"25025060400","Census Tract 604",2072,1198,807,57,10
1960,"25025060501","Census Tract 605.01",1598,961,618,15,4
1960,"25025060601","Census Tract 606.01",339,197,123,14,5
1960,"25025060602","Census Tract 606.02",24,14,9,1,0
1960,"25025060603","Census Tract 606.03",15,9,5,1,0
1960,"25025060604","Census Tract 606.04",49,28,18,2,1
1960,"25025060700","Census Tract 607",946,706,231,4,5
1960,"25025060800","Census Tract 608",1676,1110,531,24,11
1960,"25025061000","Census Tract 610",1353,900,419,19,15
1960,"25025061101","Census Tract 611.01",958,717,236,5,0
1960,"25025061201","Census Tract 612.01",695,461,217,13,4
1960,"25025061202","Census Tract 612.02",,,,,
1960,"25025061203","Census Tract 612.03",218,135,83,0,0
1960,"25025061204","Census Tract 612.04",42,26,16,0,0
1960,"25025070102","Census Tract 701.02",169,154,13,2,0
1960,"25025070103","Census Tract 701.03",8,7,1,0,0
1960,"25025070104","Census Tract 701.04",65,59,5,1,0
1960,"25025070201","Census Tract 702.01",426,329,70,11,16
1960,"25025070202","Census Tract 702.02",965,808,102,42,13
1960,"25025070301","Census Tract 703.01",1591,1283,276,32,0
1960,"25025070302","Census Tract 703.02",981,789,169,20,3
1960,"25025070402","Census Tract 704.02",800,646,143,10,1
1960,"25025070501","Census Tract 705.01",1455,1128,260,61,6
1960,"25025070502","Census Tract 705.02",2379,1744,514,96,25
1960,"25025070600","Census Tract 706",2178,1769,402,7,0
1960,"25025070700","Census Tract 707",1190,921,221,38,10
1960,"25025070801","Census Tract 708.01",507,385,108,10,4
1960,"25025070802","Census Tract 708.02",1418,1076,303,27,12
1960,"25025070901","Census Tract 709.01",596,442,147,7,0
1960,"25025070902","Census Tract 709.02",1005,746,247,12,0
1960,"25025071101","Census Tract 711.01",1555,1241,284,16,14
1960,"25025071201","Census Tract 712.01",936,722,205,0,9
1960,"25025080100","Census Tract 801",970,529,411,30,0
1960,"25025080300","Census Tract 803",1263,877,326,60,0
1960,"25025080401","Census Tract 804.01",1437,1102,314,14,7
1960,"25025080500","Census Tract 805",1399,1092,285,12,10
1960,"25025080601","Census Tract 806.01",1124,886,196,21,21
1960,"25025080801","Census Tract 808.01",1698,1212,448,30,8
1960,"25025080900","Census Tract 809",1267,683,542,40,2
1960,"25025081001","Census Tract 810.01",1663,769,805,54,35
1960,"25025081101","Census Tract 811.01",326,158,159,7,2
1960,"25025081102","Census Tract 811.02",702,346,335,16,5
1960,"25025081200","Census Tract 812",1627,951,608,29,39
1960,"25025081301","Census Tract 813.01",510,302,189,17,2
1960,"25025081302","Census Tract 813.02",712,422,264,23,3
1960,"25025081400","Census Tract 814",1656,1030,565,54,7
1960,"25025081500","Census Tract 815",1180,635,481,64,0
1960,"25025081700","Census Tract 817",2257,1418,768,51,20
1960,"25025081800","Census Tract 818",1458,765,604,57,32
1960,"25025081900","Census Tract 819",1953,1099,754,79,21
1960,"25025082000","Census Tract 820",1392,785,551,46,10
1960,"25025082100","Census Tract 821",2103,963,962,136,42
1960,"25025090100","Census Tract 901",2052,990,883,155,24
1960,"25025090200","Census Tract 902",890,443,426,11,10
1960,"25025090300","Census Tract 903",1469,841,589,34,5
1960,"25025090400","Census Tract 904",1876,1017,780,69,10
1960,"25025090600","Census Tract 906",1141,593,483,49,16
1960,"25025090700","Census Tract 907",1808,806,890,107,5
1960,"25025090901","Census Tract 909.01",1086,627,408,36,15
1960,"25025091001","Census Tract 910.01",1446,834,543,48,21
1960,"25025091100","Census Tract 911",1790,730,916,129,15
1960,"25025091200","Census Tract 912",1159,516,584,45,14
1960,"25025091300","Census Tract 913",969,467,446,51,5
1960,"25025091400","Census Tract 914",1202,650,452,95,5
1960,"25025091500","Census Tract 915",1541,671,790,75,5
1960,"25025091600","Census Tract 916",1153,435,646,58,14
1960,"25025091700","Census Tract 917",1113,290,741,56,26
1960,"25025091800","Census Tract 918",1431,523,785,103,20
1960,"25025091900","Census Tract 919",1438,509,815,99,15
1960,"25025092000","Census Tract 920",1798,656,1010,108,24
1960,"25025092101","Census Tract 921.01",2264,878,1231,130,25
1960,"25025092200","Census Tract 922",1223,356,689,127,51
1960,"25025092300","Census Tract 923",1194,501,604,62,27
1960,"25025092400","Census Tract 924",2526,1158,1273,70,25
1960,"25025100100","Census Tract 1001",2353,884,1332,126,11
1960,"25025100200","Census Tract 1002",1285,478,705,97,5
1960,"25025100300","Census Tract 1003",1364,352,897,110,5
1960,"25025100400","Census Tract 1004",1655,504,977,154,20
1960,"25025100500","Census Tract 1005",2157,774,1228,76,79
1960,"25025100601","Census Tract 1006.01",1878,662,1068,131,17
1960,"25025100603","Census Tract 1006.03",721,254,410,50,7
1960,"25025100700","Census Tract 1007",1595,330,1058,192,15
1960,"25025100800","Census Tract 1008",1738,429,1098,186,25
1960,"25025100900","Census Tract 1009",1267,249,846,162,10
1960,"25025101001","Census Tract 1010.01",1406,261,993,139,13
1960,"25025101002","Census Tract 1010.02",1280,238,903,127,12
1960,"25025101101","Census Tract 1011.01",1266,363,784,111,8
1960,"25025101102","Census Tract 1011.02",1727,487,1075,155,10
1960,"25025110104","Census Tract 1101.04",715,241,419,47,8
1960,"25025110105","Census Tract 1101.05",811,278,474,50,9
1960,"25025110106","Census Tract 1101.06",472,162,276,29,5
1960,"25025110201","Census Tract 1102.01",406,132,250,19,5
1960,"25025110301","Census Tract 1103.01",740,153,513,69,5
1960,"25025110401","Census Tract 1104.01",1036,226,702,95,13
1960,"25025110403","Census Tract 1104.03",1207,260,821,111,15
1960,"25025110501","Census Tract 1105.01",1249,336,784,122,7
1960,"25025110502","Census Tract 1105.02",1374,370,862,134,8
1960,"25025110601","Census Tract 1106.01",862,187,535,125,15
1960,"25025110607","Census Tract 1106.07",1955,425,1212,283,35
1960,"25025120103","Census Tract 1201.03",535,122,329,74,10
1960,"25025120104","Census Tract 1201.04",800,182,492,111,15
1960,"25025120105","Census Tract 1201.05",861,196,529,120,16
1960,"25025120201","Census Tract 1202.01",1261,537,624,100,0
1960,"25025120301","Census Tract 1203.01",1863,642,897,304,20
1960,"25025120400","Census Tract 1204",2319,911,1265,112,31
1960,"25025120500","Census Tract 1205",929,396,450,68,15
1960,"25025120600","Census Tract 1206",1044,423,546,46,29
1960,"25025120700","Census Tract 1207",701,207,429,59,6
1960,"25025130101","Census Tract 1301.01",1791,196,1203,368,24
1960,"25025130200","Census Tract 1302",1728,253,1166,273,36
1960,"25025130300","Census Tract 1303",1587,288,1028,231,40
1960,"25025130402","Census Tract 1304.02",1078,168,761,138,11
1960,"25025130404","Census Tract 1304.04",542,84,384,69,5
1960,"25025130406","Census Tract 1304.06",956,177,657,114,8
1960,"25025140102","Census Tract 1401.02",944,208,624,104,8
1960,"25025140105","Census Tract 1401.05",788,174,521,87,6
1960,"25025140106","Census Tract 1401.06",509,112,337,56,4
1960,"25025140107","Census Tract 1401.07",581,128,384,64,5
1960,"25025140201","Census Tract 1402.01",616,121,418,68,9
1960,"25025140202","Census Tract 1402.02",1626,320,1101,180,25
1960,"25025140300","Census Tract 1403",1743,515,1032,166,30
1960,"25025140400","Census Tract 1404",1809,356,1238,211,4
1960,"25025980300","Census Tract 9803",,,,,
1960,"25025980700","Census Tract 9807",,,,,
1960,"25025980900","Census Tract 9809",,,,,
1960,"25025981000","Census Tract 9810",,,,,
1960,"25025981100","Census Tract 9811",25,9,14,2,0
1960,"25025981201","Census Tract 9812.01",,,,,
1960,"25025981202","Census Tract 9812.02",,,,,
1960,"25025981300","Census Tract 9813",,,,,
1960,"25025981501","Census Tract 9815.01",,,,,
1960,"25025981502","Census Tract 9815.02",,,,,
1960,"25025981600","Census Tract 9816",,,,,
1960,"25025981700","Census Tract 9817",,,,,
1960,"25025981800","Census Tract 9818",,,,,
1960,"25025981900","Census Tract 9819",,,,,
1970,"25025000101","Census Tract 1.01",586,163,317,74,32
1970,"25025000102","Census Tract 1.02",689,191,373,87,38
1970,"25025000201","Census Tract 2.01",1452,402,812,196,42
1970,"25025000202","Census Tract 2.02",1506,417,842,204,43
1970,"25025000301","Census Tract 3.01",1070,165,662,193,50
1970,"25025000302","Census Tract 3.02",1058,163,655,191,49
1970,"25025000401","Census Tract 4.01",1936,584,1055,252,45
1970,"25025000402","Census Tract 4.02",1199,362,653,156,28
1970,"25025000502","Census Tract 5.02",1727,754,770,157,46
1970,"25025000503","Census Tract 5.03",743,324,331,68,20
1970,"25025000505","Census Tract 5.05",650,284,290,59,17
1970,"25025000506","Census Tract 5.06",869,379,388,79,23
1970,"25025000601","Census Tract 6.01",1483,579,776,107,21
1970,"25025000603","Census Tract 6.03",755,294,395,55,11
1970,"25025000604","Census Tract 6.04",1231,481,644,89,17
1970,"25025000701","Census Tract 7.01",1942,835,899,162,46
1970,"25025000703","Census Tract 7.03",1054,453,488,88,25
1970,"25025000704","Census Tract 7.04",2129,916,986,177,50
1970,"25025000804","Census Tract 8.04",708,296,329,62,21
1970,"25025000805","Census Tract 8.05",876,366,407,77,26
1970,"25025000806","Census Tract 8.06",412,172,192,36,12
1970,"25025000807","Census Tract 8.07",376,157,175,33,11
1970,"25025010103","Census Tract 101.03",855,511,303,34,7
1970,"25025010104","Census Tract 101.04",1280,764,454,51,11
1970,"25025010204","Census Tract 102.04",1617,1008,538,51,20
1970,"25025010205","Census Tract 102.05",1258,784,418,40,16
1970,"25025010206","Census Tract 102.06",931,580,309,30,12
1970,"25025010300","Census Tract 103",822,517,281,19,5
1970,"25025010403","Census Tract 104.03",1028,772,218,30,8
1970,"25025010404","Census Tract 104.04",1347,1012,285,39,11
1970,"25025010405","Census Tract 104.05",1754,1318,371,51,14
1970,"25025010408","Census Tract 104.08",724,451,241,23,9
1970,"25025010500","Census Tract 105",1145,860,278,7,0
1970,"25025010600","Census Tract 106",1131,590,469,56,16
1970,"25025010701","Census Tract 107.01",1911,1134,674,89,14
1970,"25025010702","Census Tract 107.02",1836,1089,648,85,14
